title,company,location,modality,description
Data Scientist - BCG X,BCG X,"Barcelona, Catalonia, Spain",Hybrid,"
BCG Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.  BCG X BCG X is the tech build & design unit of BCG. Turbocharging BCG’s deep industry and functional expertise, BCG X brings together advanced tech knowledge and ambitious entrepreneurship to help organizations enable innovation at scale. With nearly 3,000 technologists, scientists, programmers, engineers, and human-centered designers located across 80+ cities, BCG X builds and designs platforms and software to address the world’s most important challenges and opportunities. Teaming across our practices, and in close collaboration with our clients, our end-to-end global team unlocks new possibilities. Together we’re creating the bold and disruptive products, services, and businesses of tomorrow. WHAT YOU’LL DO As a Data Scientist, you’ll be part of our rapidly growing team. You’ll have the chance to apply data science methods and analytics to real-world business situations across a variety of industries to drive significant business impact. You’ll have the chance to partner with clients in a variety of BCG regions and industries, and on key topics like climate change, enabling them to design, build, and deploy new and innovative solutions. Additional responsibilities will include developing and delivering thought leadership in scientific communities and papers as well as leading conferences on behalf of BCG GAMMA. Successful candidates are intellectually curious builders who are biased toward action, scrappy, and communicative.  WHO YOU ARE We are looking for talented individuals with a passion for data science, statistics, operations research and transforming organizations into AI led innovative companies Comfortable in a client-facing role with the ambition to lead teams Likes to distill complex results or processes into simple, clear visualizations Explain sophisticated data science concepts in an understandable manner Love building things and are comfortable working with modern development tools and writing code collaboratively (bonus points if you have a software development or DevOps experience) Significant experience applying advanced analytics to a variety of business situations and a proven ability to synthesize complex data Deep understanding of modern machine learning techniques and their mathematical underpinnings, and can translate this into business implications for our clients Have strong project management skills  WHAT YOU’LL BRING (EXPERIENCE & QUALIFICATION) Master’s Degree in computer science, applied mathematics, statistics, machine learning, or other data centric disciplines with relevant internships or up to 2-4 years of relevant industry work experience providing advanced analytics solutions Strong record of extracurricular activity, professional accomplishment, and leadership Additional experience in core analytic methods such as predictive modeling, customer segmentation/clustering, network analysis, supply chain optimization, simulation, etc. Fluency in at least one coding language (Python)  WORK ENVIRONMENT Fast-paced, intellectually intense, service-oriented environment Fluency in English is required as well as fluency in the local language for most locations Ability to travel based on client and business needs. Expect 30-50% Position is located in either Paris, London, Amsterdam, Germany, Vienna, Nordics, Warsaw, Moscow, Milan, Zurich, Casablanca, Johannesburg or Madrid  The Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under federal, state or local law, where applicable, and those with criminal histories will be considered in
 "
Data Analyst (Operations Team),Holaluz,"Barcelona, Catalonia, Spain",On-site,"
Description

¿Quiénes somos?

Somos Holaluz, la empresa que lleva una década revolucionando el sector energético. Nacimos para cambiar el mundo conectando a las personas con la energía verde 💡💚, y tú y el planeta sois nuestra motivación para ser como somos y hacer lo que hacemos.

Nuestra voluntad de hacer las cosas de un modo distinto, nos ha llevado a liderar la transformación del sector eléctrico y a ser la primera eléctrica en obtener el certificado BCorp.

¿Te sumas? Únete a la revolución.

¿Qué harás?

Formarás parte del Chapter de Data Analytics, con foco en el área de Operaciones.

¿Qué esperamos de ti?

Identificar las grandes necesidades de Data Analytics dentro del área de Operaciones y transformarlas en proyectos que impacten positivamente sus OKRs. Transformar los datos relativos a Operaciones y Customer Care en Insights accionables que mejoren la satisfacción de nuestras clientas y que hagan más eficiente el trabajo del equipo del área de Operaciones. También tendrás que comunicar toda la información crítica e insights a otros departamentos relevantes y a la empresa en general ya que Holaluz trabaja por y para el cliente.Mentorizar y dar soporte al resto de integrantes del equipo de Data Analytics que trabajan en el equipo de Customer Care y en Operaciones. El objetivo es ayudarles en su crecimiento profesionalRealizar la interlocución con todos los integrantes del área de Operaciones para asegurar que se cumplen los OKRs definidos y que también se atienden las necesidades surgidas del día a día. Deberás contribuir en la mejora contínua del área y para ello tendrás que empaparte de los procesos, la operativa y los retos para poder proponer mejorasParticipar activamente en la mejora continua del Chapter de Data Analytics: identificación de best practices, priorización de proyectos, puesta en marcha de modelos de Machine Learning, etc.Desarrollar una planificación clara y estructurada de los datos con el objetivo de identificar las oportunidades de mejora y conocer qué necesita el cliente externo e interno.Trabajar en la configuración de la infraestructura de datos de Operaciones que impacta en la gestión del cliente, incluidas las plataformas de análisis, almacenamiento y reporte de datos. Esta tarea la realizarás con el apoyo del Chapter de Data Analytics

Y como #SayThingsAsTheyAre es uno de nuestros valores, queremos ser claros y transparentes en explicarte qué harás durante tus primeros 6 meses en Holaluz.

En 1 mes...

Después del primer mes ya sabrás cómo está todo montado, te habrás empapado de la cultura y la visión, te habrás reunido con todos los equipos y sabrás qué es lo que hacen y qué necesitan.Empezarás a analizar las decisiones que han hecho los diferentes equipos y áreas para empezar a enfrentarte a tus primeros retos.También habrás ido a comer algún día con las personas del equipo, habrás asistido a algunas de las sesiones que hacemos con el objetivo de que fluya el conocimiento.

En 3 meses...

Seguro que ya habrás tomado muchas decisiones sobre cómo aportar en Operaciones y en el Chapter de Data Analytics. Estarás trabajando codo a codo con tus colegas, en otras palabras, habrás visto la LUZ.Habrás disfrutado de algún team building con el equipo y habrás tenido la oportunidad de hacer más de una presentación.

En 6 meses...

Tendrás (casi) todo bajo control y habrás contribuido en la madurez y crecimiento de tu equipo. Habrás aportado valor más allá de tu equipo compartiendo conocimiento, y haciendo valer toda tu experiencia para mejorar el área de Operaciones y el Chapter de Data Analytics.Además, habrás tenido varias reuniones con tu responsable para saber cómo te sientes en tus primeros meses con Holaluz.

¿Cómo lo harás?

Otro de nuestros valores es #KeepRowing o seguir remando, lo que significa que el trabajo en equipo y la alineación del mismo es fundamental para poder avanzar y hacer frente a nuestros objetivos compartidos.

En Holaluz hemos construido un sistema organizativo robusto y en constante iteración, que nos permite adaptarnos a los constantes cambios que demanda la industria y lograr el propósito que perseguimos. En Holaluz las reuniones y decisiones se toman de forma colaborativa, fluye el feedback 🤟 entre los diferentes equipos y se fomenta el apoyo entre personas.

¿Con quién lo harás?

#AlwaysPeopleFirst es también un valor muy importante en Holaluz, y para nosotros es clave tener un buen equipo de trabajo, por eso te explicamos que somos un equipo de unas 800 personas con un ambiente inmejorable, y con las que tendrás la oportunidad de trabajar en tu día a día 😁.

Además, trabajarás de la mano con Adrià y Víctor de tu equipo de Data y junto con tus stakeholders. ¿Sabías que nuestro Chapter de Analytics está compuesto por casi el 50% de talento femenino? ¡Te presentamos a dos compañeras!

👩🏾‍🎤 Marta 

Matemática, valenciana y gran aficionada al baloncesto. Es muy fan de hacer listas para todo y darle un toque de humor a cada reunión. Marta combina sus múltiples hobbies con su pasión por una visualización bien estructurada. Y a pesar de tener muchas reuniones, si le ofreces tomar un café mientras comentáis algún tema, aceptará sin dudarlo.

🦹🏻‍♀️ Èlia

Es la más joven del equipo pero desborda sabiduría. Èlia es una optimista incorregible con un don para encontrar el lado bueno de las cosas. En 5min te contagiará su buen rollo. A la catalana del equipo le encanta la escalada y siempre busca nuevos retos con unas ganas inagotables por aprender de otras áreas. El saber no ocupa lugar.

¿Dónde lo harás?Qué mejor lugar para hacerlo que en nuestras oficinas de Barcelona a sólo 200 metros del mar 🌊. Esta excepcional ubicación al lado de la playa es perfecta para hacer un break con chapuzón y poder poner en práctica otro de nuestros valores #HaveFun.

Requirements

¿Qué necesitamos?

Hemos pensado muy muy bien lo que buscamos y lo que de verdad importa:

Licenciatura en Ciencias Empresariales/Económicas, Matemáticas o Ingeniería.Más de 5 años de experiencia en el campo de Data Analytics, y solvencia en el uso de SQL y de PythonHabilidades analíticas de alto nivel y capacidad de traducir información en insights accionables y en informes concisos.Storytelling y capacidad de comunicar las conclusiones de tus análisis.Capacidad para trabajar eficazmente en equipo.Gran atención a los detalles.No hace falta que seas Shakespeare, pero sí que puedas comunicarte en Inglés.

Todo suma, así que si tienes alguna de estas cosas SUMA Y SIGUE:

Formación y experiencia en análisis de datos y en el uso de modelos de analítica avanzada y Machine Learning.Elaboración de dashboards.Conocimientos de PowerBI.

Requisitos deseables:

Orientación al Cliente.Capacidad para mantener relaciones interpersonales.Alta capacidad de implicación, dedicación y motivación.Elevada orientación a la consecución de objetivos y al cumplimiento de resultados.Excelente capacidad de análisis.

Benefits

¿Qué ofrecemos?

Otro de los valores que nos caracteriza en Holaluz es #EsPosible. Por ello, ofrecemos una serie de medidas para que puedas desarrollarte 360º y conseguir todo aquello que te propongas, tanto a nivel personal como profesional:

La mayor fuente de nuestra energía: ¡nuestra gente!

Únete a una empresa donde las personas son lo primero, con un ambiente de trabajo inmejorable y un gran talento donde realmente vivimos nuestros valores. Para ello ofrecemos una serie de ventajas y beneficios que te permitirán estar apoyado tanto a nivel personal como profesional.

SOSTENIBILIDAD

Únete a la primera empresa de servicios eléctricos con certificación B Corp de Europa, y actualmente #1 en el ranking mundial ESG para compañías eléctricas.Tarifa competitiva de movilidad sostenible con eCooltra. Se trata de bicicletas y patinetes eléctricos, para que puedas llegar a la oficina de forma rápida y económica, utilizando un transporte individual y ecológico. 

SALUD Y BIENESTAR

Seguro médico privado con Adeslas.Suscripción de gimnasio a Andjoy (Gympass).Fruta ecológica todos los días.Té y café en la oficina. 

EQUILIBRIO TRABAJO-VIDA

Régimen de Retribución Flexible en guardería, transporte y comida con Cobee.Tarifa Wifi competitiva con Unique.Creemos en la autonomía y la responsabilidad personal por lo que ofrecemos horarios de trabajo flexibles y la opción de trabajar de forma remota 6 días al mes (19 por trimestre).Referencias: obtén recompensas si contratamos a personas talentosas que tú nos recomiendes para que se unan a Holaluz.Parking - mejores tarifas en W Hotel.Como empresa certificada Baby Friendly: Guardería interna para ayudar a integrar vida y trabajo a las nuevas familias.""Casals"" (campamentos durante los largos meses de verano pero también en otras vacaciones). 

AUTODESARROLLO

Eventos de creación de equipos.Acceso a contenidos de formación.Biblioteca propia, con contenidos muy diversos.Clases de idiomas gratuitas en clases de inglés, castellano y catalán. 

”Celebramos la diversidad en el mundo y queremos que nuestro equipo refleje esto de manera inclusiva. En Holaluz, estamos comprometidos con la igualdad de oportunidades de empleo independientemente de la etnia, religión, sexo, origen nacional, orientación sexual, edad, estado civil, discapacidad, género, identidad o expresión de género. Además, nos esforzamos por empoderar a las mujeres en el lugar de trabajo.”
 "
Data Analyst - Tableau / PHARMA,Hays,"Barcelona, Catalonia, Spain",Hybrid,"
Hays is collaborating with the leading company in the pharmaceutical sector, TOP 10 pharma with more than 146 affiliates around the world and 47 employees, of which 1,600 are located in Spain.They create innovative medicines for people and animals, adding value through innovation for all three business areas: human pharmaceuticals, animal health, and contract manufacturing of biopharmaceuticals.
Now they are in the expansion phase and are developing the animal area. Our client is forming a technological hub that will serve the entire group internationally. This hub is located in San Cugat del Vallés.
We are looking for a Data Analyst - Tableau to join their Data team
What will your duties be?
Connect with different markets around the globe and understand their dataOrganize data in a way it can be used and analyzed in an efficient way across markets and stakeholdersAnalyze / interpret this data to extract business value andClear Communication of your findings to the stakeholdersDeliver according to high standards with regards to consistency, usability and qualityExtraction, Organization, Analysis and Reporting - Data/Business
Which are the ideal requirements?
5 years progressive work experience in data management and/or data modelling3+ years' experience in leading data projectsDemonstrated expertise in Business (Process) Analysis and defining KPIs to drive business performanceHighly skilled in SQL -Tableau- data visualization techniques or similar tools. Ability to negotiate and influence across a matrix & cross-functional organizationGood judgment in evaluating benefits and risks and providing sound recommendations.English fluentGood communication and mediation skills and Strong results orientation. Ability to plan and organize work. Observation, interviewing and listening skills.
What we offer?
Participate in international projects.Young and dynamic environment.Flexible Schedule. (from 8 to 17 hrs or from 9 to 18 hrs).Homeoffice.(2/3 days week).Buffet onsite.Location: Sant Cugat del Vallès (Barcelona)Contract by Hays in a long project (m.c. Indefinido).Salary depend on candidate´s experience

 We are waiting for profiles like yours, passionate about technology and who want to face a new challenge. If this is your case, sign up for the offer so we can tell you more!
 "
Data Engineer,Scalapay,"Barcelona, Catalonia, Spain",Hybrid,"
                Thanks to our innovative BuyNow PayLater payment solution, Scalapay is transforming the way more than 3.5 million customers buy online and in-store, empowering 5,000+ merchants to give their customers magical shopping experiences.
Being only 3 years old didn’t stop us from becoming a unicorn 🦄 We have raised over $700mln and we did this thanks to a team built around our 4 core values: #createmagic #staycurious #beimpactful #playasateam.
This is where your magic happens. If you love it, Scalapay it ♥
THE MISSION
Data-driven decisions are the centre of our efforts to automate processes and support decisions across the business.
As Data Engineer, your role will focus on developing distributed software for large-scale heterogeneous data processing, the development of ETL and reverse ETL pipeline.
You will be responsible for:
 Data modelling Data lineage Data quality / Data observability SLA, performance and scalability
You’ll be required to discuss requirements for data access and integrations with colleagues across the business, design solutions to the company’s problems and implement these using modern software processes in the cloud.
The role gives a large amount of autonomy and the chance to work with a top-notch team of experienced data experts.
Who we are looking for: 
 Strong Python and SQL experience Experience building and deploying ETL pipelines Experience with API integration Ability to scope projects and decompose work into tasks Familiarity with Linux-like development stacks, including Git, Kubernetes, etc Familiarity with AWS infrastructure (such as S3, Athena, Glue, etc) Knowledge of Data Modeling / Data Observability is a plus Ability to engage with colleagues on business processes A Bachelor's degree in computer science or a related field
Why you should join Scalapay:
 Attractive packages based on skills and experience International environment with significant challenges to be met every day Lots of opportunities to work with a team of industry tech leaders who are focused on delivering products that offer exceptional user experiences Personalised support to accelerate your professional growth and take ownership of the products you deliver: we want to help you grow! Latest technologies and being encouraged to bring your flair to the role
Recruitment Process:
 A quick chat with one of our Talent Acquisition team members The first interview with the Hiring Manager to deep dive into your experiences and better understand your motivation A case study to test your hard skills A Meet The Team session where you’ll get to meet different people at Scalapay and see if you’ll fit into our culture
_________________________________________________________________________
Want to learn more? Don't hesitate to explore our Careers website and Careers website, and our LinkedIn, WTTJ, Meritocracy and Glassdoor pages.
Pro tip: send your CV in English 😉
Super Pro tip: we know that application processes can be scary and frustrating but… we look for talent, not people that tick all our boxes.
We believe in the power of diversity: Scalapay is an Equal Opportunity Employer for any minority, disability, gender identity or sexual orientation.
 "
Data Engineer,Lawrence Harvey,"Barcelona, Catalonia, Spain",Hybrid,"
Looking for an experienced Data Engineer for Data Analytics platform.
TASK:
Create Data PlatformDevelop End2End Data Solutions BasedGather data from modern and not-so-much data sourcesManage out platform in liaison with platform engineering
Skills
DataBase deep exposure and knowledgeDatalakes and DatamartsETL Modelling both graphical interfacesData Model VersioningCloud providers: Azure&AWSInfrastructure efficent usage
 "
Operations Data Analyst,Bitpanda,"Barcelona, Catalonia, Spain",On-site,"
Who We Are

Bitpanda simplifies wealth creation. Founded in 2014 in Vienna, Austria by Eric Demuth, Paul Klanschek and Christian Trummer, Bitpanda exists to help people trust themselves enough to build financial freedom for their future. Our user-friendly, trade-everything platform empowers both first-time investors and seasoned experts to invest in the cryptocurrencies, crypto indices, stocks, precious metals and commodities they want — all possible with any sized budget , 24/7. With more than 700 team members and more than 4 million customers, our company is one of Europe's most successful fintechs.

Headquartered in Austria but operating across all of Europe, our products are built by fast-moving, talented, “roll-up-your-sleeves-and-make-it-happen” kind of people who represent more than 50 nationalities. If you’re someone who thinks big, moves fast and wants to make an impact right from day one, then get ready to join our industry-changing team. Let’s go!

Your Mission

As an Operations Data Analyst, you will drive daily operations through data processing, insightful findings, and strategic decision-making. In this role, you will be expected to deeply understand our business requirements and deliver comprehensive, standardised data solutions for various stakeholders across the company.

What You’ll Do
 Analyse large amounts of data, providing data extractions and dashboards tailored to diverse stakeholder needs.  Develop an in-depth understanding of our data ecosystem, continually suggesting improvements to infrastructure and data integrity to meet the operational demands.  Construct and manage our operational data infrastructure, and maintain our Git repository.  Applying Business Process Management Systems (BPMS) and Artificial Intelligence/Machine Learning (AI/ML) techniques to automate operational processes.  Drive data-focused projects, like devising KPI dashboards, alerts for significant business events, and performance monitoring and cultivate data expertise within the team by conducting targeted workshops and trainings. 

Who You Are
 A minimum of 3 years of relevant experience in a fintech or e-commerece company.  Taking a proactive approach for gathering requirements from a variety of stakeholders to create flexible solutions for operations needs.  Practical experience with Metabase, Snowflake, Tableau, GitLab, DataGrip, PyCharm, and JSON. Familiarity with DataDog and Hype is an added bonus.  Understanding of cryptocurrency and blockchain. 

What’s In It For You
Competitive total compensation package including participation in our stock option planMarket-leading Flex-Ben approach and package (see our careers page)Exclusive premiums when trading on BitpandaOccasional company-wide and team events - both in-person and virtually!Bitpanda swag to keep you living the brandA diverse team of fast-moving, talented, “roll-up-your-sleeves-and-make-it-happen” kind of people who are united (across cultures and time zones) by our unique way of working

And, above all, the opportunity to learn and grow as part of Bitpanda’s incredible journey towards being Europe’s future #1 investment platform.

Bitpanda is committed to fostering a fair and equal environment based on trust and mutual respect. We believe that a diverse and inclusive workplace is paramount to our success and we are committed to building a team that represents a wide variety of backgrounds, perspectives, and skills.
 "
Data Business Analyst,AstraZeneca,"Barcelona, Catalonia, Spain",Unknown,"
Data Business Analyst – Focus Data Cataloguing, Master Data Management (MDM) and Reference Data Management (RDM)
Do you have a passion for Data? Are you an experienced Business Analyst with a data focus? Would you like to be part of driving a change in how AstraZeneca Operations works with data management?
About AstraZeneca
AstraZeneca is a global, innovation-driven Biopharmaceutical business that focuses on the discovery, development and commercialization of prescription medicines for some of the world’s most serious disease. We’re more than one of the world’s leading pharmaceutical companies.
At AstraZeneca, we put our patients first and we’re dedicated to being a Great Place to Work, where you are empowered to push the boundaries of science and unleash your entrepreneurial spirit. There’s no better place to make a difference in medicine, patients and society. An inclusive culture that champions diversity and collaboration, always committed to lifelong learning, growth and development.
About Our Team
We lead AstraZeneca’s transformation in Operations IT, fusing our digital and data capabilities in strong partnership with our business to make it happen. Accelerating our business as we empower the core functions to work better and faster. By partnering across the business, we’re leveraging our leading technologies and exploring data to make data driven decisions and enabling the business to reach the right outcomes, quicker.
We challenge, innovate and break away from the norm to find bold new ways of simplifying and automating our business processes. Always passionate about leading the way for sustainable digital healthcare. This cannot be done in isolation. Empowerment and working together as one, giving our diverse team of specialists the freedom to explore and express their ideas and views. A place to realize the true impact and difference data and digital can make.
What You’ll Do
As a Data Business Analyst – Focus Data Cataloguing, Data Quality technology, Master Data Management (MDM) and Reference Data Management (RDM) you will be part of our Global Data Team in Operations IT and be our thought leader for these technologies in close collaboration with our enterprise platform teams and solution architects as well as our business owners – Operations Data Office.
In the role you will:
Collaborate with our Sr Data BA’s and Solutions Architects to define the future technology strategy and roadmap for MDM, RDM, Data Quality and data Cataloging.Collaborate and partner with our Data Office when agreeing the future approach in Data Quality, MDM, RDM and Data CataloguingYou will help drive the implementation and roll out of the technologies within Operations in collaboration with PMs, BA’s and business users.Where technology is in use, you will lead the improvement work in collaboration with the business users towards the enterprise platform teams.Define ways of working and RACIs, aligning with the enterprise definitions, and specify what this means for Operations. Once these are in place you will be active in driving continuous improvements and simplificationsReaching the right results through business analysis on a variety of different system landscapes, interpreting what will be the right future solutions, collaborating and influencing with both different user groups as well as global IT to solution and implement in line with our standards.In this role, you will be part of setting standards for processes and capturing demand/requirements for the Global IT functions that support Data across Operations.Ensuring that the methodology, quality and compliance standards contribute to internal processes and standards for business analysis and design.
Essential Skills
To be successful in this role you will demonstrate good communication and presentation skills as well as a high customer focus.As a person, you dare to challenge, influence and negotiate.Evidence experience in leading and facilitating changeEvidence experience of Data Cataloguing, Data Quality technology, MDM and RDMBe confident in business analysis and process design in a complex business situation.A solid foundation of general technical knowledgeStrong Collaboration skillsFluent in English both verbal and writtenGood written documentation skills and Experience of working in a regulated environment.Exposure to working with Information Flows and Data ArchitectureStrong engagement, communication and partner leadership skillsExperience in virtual collaboration to lead, shape and develop innovative solutions.A passion for data processes and their importance in driving business performance
Desirable Skills
Degree in a relevant subject area or formal certification in business analysis practice.Design thinking and facilitation skills.Lean training.Experience of working in a global organization with a complex/geographical context.SAP Experience (SAP MDM; SAP MDG; SAP ECC)Collibra or other Data Catalogue technologyMDM technology such as ReltioDQ Tooling
WHY JOIN US?
We’re a network of entrepreneurial self-starters who contribute to something far bigger. There’s a diversity of expertise in our Technology group that’s unique to AstraZeneca – it allows us to dive deep into exploring new leading-edge technology. We enable AstraZeneca to perform at its peak by delivering world-class technology and data solutions. Our work unlocks the potential of science. We optimise and evolutionise AstraZeneca by maximising efficiencies and finding new ways to drive productivity. From automation to data simplification. We’re not afraid to take ownership and run with it. Empowered with unrivalled freedom. A place to be open and transparent – we speak up, think creatively and share ideas. Our diverse contributions help us to make better decisions. But we have a constant drive to innovate, and an appreciation for high standards. It takes challenging the status quo to add value in our ever-evolving environment. We love it here because put simply, we make a meaningful impact.
Technology at AstraZeneca is a home for purposeful disruptors!
SO, WHAT’S NEXT? 
Are you already imagining yourself joining our team? Good, because we’d love to hear from you!
 "
Data Analyst Intern,Wallbox Chargers,"Barcelona, Catalonia, Spain",Unknown,"
Description

Wallbox is a global company, dedicated to changing the way the world uses energy. We do this by creating smart charging systems that combine innovative technology with outstanding design and manage the communication between vehicle, grid, building, and charger.

Founded in 2015, with headquarters in Barcelona and selling already in over 80+ countries, our mission is to facilitate the adoption of electric vehicles today to make more sustainable use of energy tomorrow. Our talent has no borders - we welcome over 1K Wallboxers from over 45 nationalities in Europe, Asia, and the Americas!

We’re the first Spanish unicorn listed on the NYSE and have been recently named among LinkedIn’s top 3 Spanish startups.

At Wallbox you come first, so we offer a tailored career plan that aligns with your professional goals.

Our journey is not plain sailing - it requires proactive, flexible, and top-performing individuals who are committed to the world of sustainable mobility. But one thing is for sure - it's going to be a fun ride!

The question is: are you ready to change the world with us?

You will:
Engage with internal stakeholders to gain an understanding of the problems that need to be solved and gather requirements for analytical tasks Model and evaluate user and device behaviour in order to identify potential value of planned projectsEnable data-driven product and business development through analysis of device, in-app, and external dataExtract, load, and reconcile large data sets from multiple system platforms and sources.

Requirements
Academic background in Science, Mathematics, Engineering, Economics or similar.Analytical and quantitative skills with good exposure to SQLYou are motivated to get meaningful information out of large sets of data and can communicate your findings in a clear way.Highly energetic, self-motivated, and results-oriented person.Good communication skills both verbal and written.Fluent in business English An interest in advanced analytics, machine learning, and emerging technologies is appreciated.

Benefits
Internship agreement of six months with the opportunity extend based on performance.Flexible working hoursHybrid workFriday´s afternoons off!Unlimited coffee to fuel your mornings.Monthly “All Hands” & other team events.International environment: Over 45 different nationalities.No suits! Unless it’s Carnival or Halloween.

Please submit your CV in English
At Wallbox, we’re committed to equal employment opportunity regardless of race, colour, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.
 "
Data Analyst Intern,Ecolab,"Barcelona, Catalonia, Spain",Hybrid,"
                R00201258
As a part of the Digital Capabilities team in the Procurement Analytics and Digital Solutions group you will be responsible for continuous improvements in digital capabilities and advanced analytics. You will lead the development of new digital products providing critical insights that help solve business challenges. The successful candidate will lead efforts to improve the chemical data understanding across the organization through improved process, governance, and data management.
Candidates must display a passion for systems, data, operational reporting & advanced analytics. The strong performer can expect further career advancement opportunities with Ecolab and will have the chance to move into other roles within Procurement or the organization, with increasing leadership opportunities. This is an exciting opportunity to advance your career with a stable growing company!
Main ResponsibilitiesServe as a liaison among stakeholders to analyze, document, and validate requirements for reporting and changes to business processes Develop and maintain data productsDevelop, test, and operationalize new standardized reportingDevelop and maintain business intelligence dashboards Lead automation of processes and analysesTrain other teams in systems, tools, and processes owned by ADSProactively make recommendations and identify opportunities to solve business problems through new business intelligence reportingInterface with IT to specify and implement improvements to our data pipelines
Basic Qualifications
Interest in an analytical or business intelligence roleExperience with data visualization and presenting insights to key stakeholdersExceptional analytical and problem-solving abilitiesProficient in MS Office suiteIntermediate SQL skills, or willingness to learnIntermediate DAX skills, or willingness to learn
Preferred Qualifications
Experience designing and building standard reports and dashboardsHistory of managing and delivering projects, tasks, and initiativesAbility to create, implement, document, and continuously improve processes in a changing environmentTraining or experience in data science areas such as time series analysis, forecasting, classification, and regression analysisExperience with data analytics tools such as Python, R, SPSS, MATLAB, Stata, and SASExperience working with global cross-functional teams and demonstrated ability to work well with people from different disciplines with varying degrees of technical expertiseMicrosoft PowerBI experienceProject management experienceExperience in the petrochemical industry a plusEnrolled in or recently completed degree with emphasis in Chemistry, Mathematics, Statistics, Computer Science, Information Technology, or Engineering preferred
Our Commitment to Diversity and Inclusion
At Ecolab, we believe the best teams are diverse and inclusive, and we are on a journey to create a workplace where every associate can grow and achieve their best. We are committed to fair and equal treatment of associates and applicants. We recruit, hire, promote, transfer and provide opportunities for advancement on the basis of individual qualifications and job performance. In all matters affecting employment, compensation, benefits, working conditions, and opportunities for advancement, we will not discriminate against any associate or applicant for employment because of race, religion, color, creed, national origin, citizenship status, sex, sexual orientation, gender identity and expressions, genetic information, marital status, age, disability, or status as a covered veteran.
In addition, we are committed to furthering the principles of Equal Employment Opportunity (EEO) through Affirmative Action (AA). Our goal is to fully utilize minority, female, disabled and covered veteran individuals at all levels of the workforce. Ecolab is a place where you can grow your career, own your future and impact what matters.

 "
Data Analyst,ID Finance,"Barcelona, Catalonia, Spain",On-site,"
ROLE PURPOSETo collect, organize and interpret statistical information to transform to specific actions.You will also monitor performance and quality control plans to identify improvements.
PRIMARY RESPONSIBILITIESSQL querying and result visualizationData gathering and analysis, searching patternsStatistical analysis of portfolio performanceRisk KPIs monitoring and improvement actions preparationMonitoring and analysis of credit portfolio and credit process efficiencyReport’s creation and improvementAnalysis of external providers data to be included into statistical models.
Skills:SQL – strong knowledge neededData visualization packages (Tableau, Looker, BI etc.).High attention to detail.Good organisational/time management skills.Team player
Knowledge/Abilities:Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.).Methodological way of working and ability to cope with competing demands and prioritize tasks accordingly.
PREFERRED QUALIFICATIONS AND EXPERIENCEDegree in Statistics or Mathematics or a related subject involving math’s, such as economics or data science.English - spoken and written.At least 1 year of experience as Data Analyst / Risk Data AnalystAbility to work independently and manage multiple priorities.Analytical and strategic mindset
BENEFITS:-Attractive compensations.-Health benefit.-Kitchen with free coffee and fruit each Monday, Wednesday and Friday.-Team building activities and work in an international and passionate environment.
 "
